Price,Close,High,Low,Open,Volume,Log_Return
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,
Date,,,,,,
2020-02-16,259.89471435546875,272.8824462890625,242.48440551757812,264.904052734375,25152366643,-0.01842845786013275
2020-02-17,266.3634338378906,266.8712463378906,244.3353271484375,259.89056396484375,26024080089,0.02458506466030134
2020-02-18,281.944580078125,283.1961364746094,261.4638977050781,266.5088195800781,26511477187,0.056848858202089333
2020-02-19,259.76397705078125,283.5379333496094,259.76397705078125,282.0362854003906,22679414413,-0.08193708891968116
2020-02-20,257.949462890625,263.6954040527344,250.95126342773438,259.8198547363281,23229828870,-0.007009752693620848
2020-02-21,265.6006164550781,267.0048522949219,255.6890869140625,257.89111328125,20867593292,0.029230053124413628
2020-02-22,262.33172607421875,266.38720703125,258.91314697265625,265.55157470703125,16906032862,-0.012383905641450916
2020-02-23,273.754150390625,273.754150390625,261.96051025390625,262.2784118652344,19585998814,0.04262060931143293
2020-02-24,265.2164306640625,275.5395202636719,259.6251525878906,273.705078125,22400845640,-0.031684230120700874
2020-02-25,247.81759643554688,265.4314880371094,246.85899353027344,265.28338623046875,21878882134,-0.06785323482968278
2020-02-26,225.68026733398438,249.6497039794922,221.2665557861328,247.74020385742188,26235617201,-0.09357372604564448
2020-02-27,226.75338745117188,237.2289276123047,212.66452026367188,225.68704223632812,25645522790,0.004743776764804114
2020-02-28,226.760498046875,234.2089385986328,216.34620666503906,226.98760986328125,22563530559,3.135778608374022e-05
2020-02-29,219.8485107421875,232.25662231445312,219.8485107421875,226.8334503173828,18181296376,-0.030955664183366927
2020-03-01,218.97059631347656,226.67788696289062,214.13043212890625,219.752685546875,18179807469,-0.004001264237985343
2020-03-02,230.5697784423828,232.81158447265625,217.28428649902344,218.7116241455078,20305587789,0.05161608566188488
2020-03-03,224.47962951660156,232.3258056640625,221.732666015625,230.5239715576172,19853178572,-0.026768577109831878
2020-03-04,224.51797485351562,228.04042053222656,222.08888244628906,224.56533813476562,16567075208,0.0001708041942054448
2020-03-05,229.2681884765625,234.3644561767578,224.6418914794922,224.6418914794922,18201291785,0.020936676896725202
2020-03-06,243.52529907226562,243.5549774169922,228.7435760498047,229.16842651367188,19374772256,0.06032838771647079
2020-03-07,237.85308837890625,249.97848510742188,237.55128479003906,243.7501983642578,19431652027,-0.023567627393533592
2020-03-08,200.68905639648438,237.7806854248047,200.6029815673828,237.7806854248047,21381823651,-0.16989648021634282
2020-03-09,201.986328125,207.45140075683594,192.2698974609375,201.31849670410156,23645428606,0.006443285417974929
2020-03-10,200.76724243164062,205.71424865722656,198.0644989013672,202.86395263671875,18344930072,-0.00605377335216361
2020-03-11,194.8685302734375,202.9542999267578,184.36215209960938,200.76803588867188,16984790291,-0.02982111174872087
2020-03-12,112.34712219238281,195.14793395996094,111.21070861816406,194.73892211914062,22134741655,-0.5507317438220107
